"UPDATED","ENTRY_DATE","EVENT_LCL_DATE","EVENT_LCL_TIME","LOC_CITY_NAME","LOC_STATE_NAME","LOC_CNTRY_NAME","RMK_TEXT","EVENT_TYPE_DESC","FSDO_DESC","REGIST_NBR","FLT_NBR","ACFT_OPRTR","ACFT_MAKE_NAME","ACFT_MODEL_NAME","ACFT_MISSING_FLAG","ACFT_DMG_DESC","FLT_ACTIVITY","FLT_PHASE","FAR_PART","MAX_INJ_LVL","FATAL_FLAG","FLT_CRW_INJ_NONE","FLT_CRW_INJ_MINOR","FLT_CRW_INJ_SERIOUS","FLT_CRW_INJ_FATAL","FLT_CRW_INJ_UNK","CBN_CRW_INJ_NONE","CBN_CRW_INJ_MINOR","CBN_CRW_INJ_SERIOUS","CBN_CRW_INJ_FATAL","CBN_CRW_INJ_UNK","PAX_INJ_NONE","PAX_INJ_MINOR","PAX_INJ_SERIOUS","PAX_INJ_FATAL","PAX_INJ_UNK","GRND_INJ_NONE","GRND_INJ_MINOR","GRND_INJ_SERIOUS","GRND_INJ_FATAL","GRND_INJ_UNK"
"No","15-MAY-17","14-MAY-17","14:43:00Z","PENSACOLA","FLORIDA","UNITED STATES","AIRCRAFT ON TAKEOFF WENT OFF THE RUNWAY AND STRUCK LIGHTS, PENSACOLA, FL","INCIDENT","BIRMINGHAM","N351KW","","","EXPERIMENTAL STEWART 51","S-51D","No","UNKNOWN","UNKNOWN","TAKEOFF (TOF)","","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","15-MAY-17","13-MAY-17","00:30:00Z","TORRANCE","CALIFORNIA","UNITED STATES","AIRCRAFT ON LANDING, GEAR COLLAPSED AND STRUCK THE PROPELLER, TORRANCE, CA","INCIDENT","LONG BEACH","N288SL","","","AIRPLANE FACTORY","SLING","No","UNKNOWN","INSTRUCTION","LANDING (LDG)","","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","15-MAY-17","13-MAY-17","18:35:00Z","GUYMON","OKLAHOMA","UNITED STATES","AIRCRAFT LANDED GEAR UP, GUYMON, OK","INCIDENT","LUBBOCK","N252PB","","","MOONEY","M20","No","UNKNOWN","UNKNOWN","LANDING (LDG)","","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","08-MAY-17","05-MAY-17","12:25:00Z","ARECIBO","PUERTO RICO","PUERTO RICO","AIRCRAFT SHORTLY AFTER TAKEOFF CRASHED INTO TREES AND ROLLED OVER INTO GRASS OFF THE END OF THE RUNWAY,  ARECIBO. PUERTO RICO","ACCIDENT","SAN JUAN","N228KM","","","EXPERIMENTAL QUICKSILVER","SPORTS2S","No","SUBSTANTIAL","UNKNOWN","UNKNOWN (UNK)","","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","08-MAY-17","06-MAY-17","02:20:00Z","FLYING CLOUD","MINNESOTA","UNITED STATES","AIRCRAFT ON TAKEOFF, WENT OFF THE DEPARTURE END OF THE RUNWAY, TAXIED BACK, FLYING CLOUD, MN","INCIDENT","MINNEAPOLIS","N2436N","","","CESSNA","C172","No","NONE","UNKNOWN","TAKEOFF (TOF)","","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","08-MAY-17","05-MAY-17","20:00:00Z","GYPSUM","KANSAS","UNITED STATES","AIRCRAFT DURING AERIAL APPLICATION FORCE LANDED IN A FIELD, NEAR GYPSUM, KS","INCIDENT","WICHITA","N3045R","","","THRUSH","S2R H80","No","UNKNOWN","AERIAL APPLICATION","UNKNOWN (UNK)","","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yes","08-MAY-17","07-MAY-17","22:00:00Z","RICHFIELD","UTAH","UNITED STATES","AIRCRAFT ON LANDING NOSE GEAR COLLAPSED AND PROPELLER STRUCK THE RUNWAY, RICHFIELD, UT  UPDATE: MINOR DAMAGE INCIDENT","INCIDENT","SALT LAKE CITY","N435JA","","","CIRRUS","SR22","No","MINOR","UNKNOWN","LANDING (LDG)","","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"Yes","08-MAY-17","04-MAY-17","16:52:00Z","PRESCOTT","ARIZONA","UNITED STATES","AIRCRAFT ON LANDING GROUND LOOPED, PRESCOTT, AZ  UPDATE: SUBSTANTIAL DAMAGE ACCIDENT","ACCIDENT","SCOTTSDALE","N4498C","","","CESSNA","C190","No","SUBSTANTIAL","UNKNOWN","LANDING (LDG)","","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","08-MAY-17","07-MAY-17","18:30:00Z","SAINT LOUIS","MISSOURI","UNITED STATES","AIRCRAFT ON LANDING, GEAR COLLAPSED, CHESTERFIELD, MO","INCIDENT","SAINT LOUIS","N458V","","","EXPERIMENTAL SONEX","JSX2","No","MINOR","UNKNOWN","LANDING (LDG)","","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","19-MAY-17","18-MAY-17","20:51:00Z","FORT WORTH","TEXAS","UNITED STATES","AIRCRAFT EXPERIENCED A HARD LANDING DURING INSTRUCTION, FORT WORTH, TX.","ACCIDENT","NORTH TEXAS","N6040Y","","","BELL","407","No","SUBSTANTIAL","INSTRUCTION","LANDING (LDG)","91","NONE","No","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","08-MAY-17","05-MAY-17","15:12:00Z","HANKSVILLE","UTAH","UNITED STATES","AIRCRAFT CRASHED UNDER UNKNOWN CIRCUMSTANCES ON A DIRT RUNWAY, WAYNE COUNTY, HANKSVILLE, UT","ACCIDENT","SALT LAKE CITY","N136BC","","","EXPERIMENTAL BEARCOUPE","BEARCOUPE","No","SUBSTANTIAL","UNKNOWN","UNKNOWN (UNK)","","SERIOUS","No","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"No","08-MAY-17","07-MAY-17","16:03:00Z","FRANKFORT","KENTUCKY","UNITED STATES","AIRCRAFT ON LANDING WENT OFF THE SIDE OF THE RUNWAY, FRANKFORT, KY","ACCIDENT","LOUISVILLE","N33006","","","PIPER","PA28","No","SUBSTANTIAL","UNKNOWN","LANDING (LDG)","","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","08-MAY-17","05-MAY-17","23:00:00Z","WELLINGTON","KANSAS","UNITED STATES","AIRCRAFT ON LANDING WENT OFF THE RUNWAY AND GEAR COLLAPSED, WELLINGTON, KS","ACCIDENT","KANSAS CITY","N7854M","","","EXPERIMENTAL EUROPA","CLASSIC","No","SUBSTANTIAL","UNKNOWN","LANDING (LDG)","","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","08-MAY-17","07-MAY-17","18:50:00Z","MADERA","CALIFORNIA","UNITED STATES","AIRCRAFT ON TAKEOFF, CRASHED OFF THE SIDE OF THE RUNWAY AND CAUGHT FIRE, MADERA, CA","ACCIDENT","FRESNO","N8712H","","","GRUMMAN","G164A","No","FIRE","AERIAL APPLICATION","TAKEOFF (TOF)","","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","15-MAY-17","14-MAY-17","22:20:00Z","LEXINGTON","TENNESSEE","UNITED STATES","AIRCRAFT LANDED GEAR UP, LEXINGTON, TN","INCIDENT","MEMPHIS","N3854Y","","","CESSNA","C210","No","UNKNOWN","UNKNOWN","LANDING (LDG)","","NONE","No","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","15-MAY-17","12-MAY-17","17:47:00Z","BOCA RATON","FLORIDA","UNITED STATES","AIRCRAFT ON LANDING WENT OFF THE SIDE OF THE RUNWAY AND STRUCK A FENCE, BOCA RATON, FL","INCIDENT","FORT LAUDERDALE","N23759","","","CESSNA","C172","No","UNKNOWN","INSTRUCTION","LANDING (LDG)","","NONE","No","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","15-MAY-17","13-MAY-17","13:33:00Z","DENVER","COLORADO","UNITED STATES","N236AL ALPINE AVIATION FLIGHT AIP1814 BEECH C99 AIRCRAFT ON TAXI WENT OFF THE TAXIWAY AND STRUCK EDGE LIGHTS, DENVER, CO","INCIDENT","DENVER","N236AL","AIP1814","ALPINE AVIATION","BEECH","BE99","No","MINOR","OTHER","TAXI (TXI)","","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","16-MAY-17","15-MAY-17","23:00:00Z","DELAND","FLORIDA","UNITED STATES","AIRCRAFT ON LANDING, GEAR COLLAPSED, DELAND, FL","INCIDENT","ORLANDO","N177CA","","","PIPER","PA44","No","UNKNOWN","UNKNOWN","LANDING (LDG)","","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","16-MAY-17","15-MAY-17","16:00:00Z","LIBERTY","TEXAS","UNITED STATES","AIRCRAFT ON LANDING GEAR COLLAPSED, LIBERTY, TX","INCIDENT","HOUSTON","N433FA","","","ALLEGRO","2000","No","UNKNOWN","UNKNOWN","LANDING (LDG)","","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","16-MAY-17","15-MAY-17","17:15:00Z","DUMAS","TEXAS","UNITED STATES","AIRCRAFT DURING AERIAL APPLICATION, FORCE LANDED IN A FIELD, 4 MILES FROM DUMAS, TX","ACCIDENT","LUBBOCK","N319BM","","","AIR TRACTOR","AT802","No","SUBSTANTIAL","AERIAL APPLICATION","UNKNOWN (UNK)","","MINOR","No","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","19-MAY-17","19-MAY-17","03:00:00Z","ARLINGTON","WASHINGTON","UNITED STATES","AIRCRAFT LANDED IN A FIELD AFTER EXPERIENCING AN ENGINE FAILURE, ARLINGTON, WA.","INCIDENT","SEATTLE","N24TU","","","GLASTAR","N/A","No","MINOR","INSTRUCTION","EMERGENCY DESCENT (EMG)","91","NONE","No","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","19-MAY-17","18-MAY-17","23:08:00Z","LITTLE ROCK","ARKANSAS","UNITED STATES","AIRCRAFT EXPERIENCED A RAPID DECOMPRESSION DUE TO LOSS OF A CABIN WINDOW, LITTLE ROCK, AR","INCIDENT","LITTLE ROCK","N196MA","","","MITSUBISHI","MU-2","No","MINOR","PERSONAL","EN ROUTE (ENR)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","19-MAY-17","18-MAY-17","23:00:00Z","COLUMBUS","OHIO","UNITED STATES","AIRCRAFT EXPERIENCED A BIRD STRIKE IN THE LEFT ENGINE, COLUMBUS, OH.","INCIDENT","COLMUBUS","UNK","ASH 6259","MESA","EMBRAER","175","No","MINOR","COMMERCIAL","TAKEOFF (TOF)","121","UNKNOWN","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","08-MAY-17","05-MAY-17","10:55:00Z","CHARLESTON","WEST VIRGINIA","UNITED STATES","N334AC SHORTS SD3-30 AIR CARGO CARRIER FLIGHT SNC1260 AIRCRAFT ON LANDING CRASHED ON THE RUNWAY AND CAUGHT FIRE, THE 2 PERSONS ON BOARD WERE FATALLY INJURED, CHARLESTON, WV","ACCIDENT","CHARLESTON","N334AC","SNC1260","AIR CARGO CARRIERS","SHORT BROS","SD3 30","No","SUBSTANTIAL","CARGO","LANDING (LDG)","135","FATAL","Yes","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","08-MAY-17","05-MAY-17","20:13:00Z","SANTA BARBARA","CALIFORNIA","UNITED STATES","N981RR ROBINSON R44 ROTORCRAFT CRASHED ONTO A GOLF COURSE AND CAUGHT FIRE,  NEAR SANTA BARBARA, CA","ACCIDENT","VAN NUYS","N981RR","","","ROBINSON ROTORCRAFT","R44","No","DESTROYED","UNKNOWN","UNKNOWN (UNK)","","SERIOUS","No","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","08-MAY-17","07-MAY-17","21:35:00Z","NORTH LAS VEGAS","NEVADA","UNITED STATES","AIRCRAFT ON LANDING WENT OFF THE SIDE OF THE RUNWAY AND STRUCK A LIGHT, NORHT LAS VEGAS, NV","INCIDENT","LAS VEGAS","N5520S","","","CESSNA","C172","No","NONE","UNKNOWN","LANDING (LDG)","","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","12-MAY-17","11-MAY-17","12:35:00Z","NEW YORK","NEW YORK","UNITED STATES","CGWCM WESTJET FLIGHT WJA1200 BOEING 737 CANADIAN REGISTERED AIRCRAFT ON TAXI, WING CLIPPED THE WING OF A PASSING AIRCRAFT, N867RW E170 RPA5899, NO INJURIES, DAMAGE MINOR, LAGUARDIA AIRPORT, NEW YORK, NY","INCIDENT","NEW YORK","CGWCM","WJA1200","WEST JET","BOEING","B737","No","MINOR","COMMERCIAL","TAXI (TXI)","","NONE","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yes","12-MAY-17","10-MAY-17","20:50:00Z","BLANDING","UTAH","UNITED STATES","AIRCRAFT FORCE LANDED ON RUNWAY, BLANDING, UT  UPDATE: MINOR DAMAGE INCIDENT","INCIDENT","SALT LAKE CITY","N320AG","","","LANCAIR","LANCAIR 320","No","MINOR","UNKNOWN","LANDING (LDG)","","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","15-MAY-17","13-MAY-17","23:20:00Z","WEATHERFORD","TEXAS","UNITED STATES","AIRCRAFT WHILE DOING TOUCH AND GOES, CRASHED ONTO GRASS STRIP, WEATHERFORD, TX","ACCIDENT","FORT WORTH","N616NG","","","PIPISTREL DOO AJDOVSCINA","VIRUS","No","SUBSTANTIAL","UNKNOWN","LANDING (LDG)","","UNKNOWN","No","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"No","15-MAY-17","05-MAY-17","21:00:00Z","TAOS","NEW MEXICO","UNITED STATES","AIRCRAFT ON LANDING GROUND LOOPED, TAOS, NM","ACCIDENT","ALBUQUERQUE","N9268A","","","CESSNA","C170","No","SUBSTANTIAL","UNKNOWN","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","17-MAY-17","16-MAY-17","18:00:00Z","LEBANON","OREGON","UNITED STATES","AIRCRAFT ON LANDING WENT OFF THE RUNWAY AND THE GEAR COLLAPSED, LEBANON, OR","INCIDENT","PORTLAND, OR","N3046E","","","AERONCA","7AC","No","UNKNOWN","UNKNOWN","LANDING (LDG)","","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","08-MAY-17","05-MAY-17","23:30:00Z","CLEARWATER","FLORIDA","UNITED STATES","AIRCRAFT ON LANDING FLIPPED OVER, THE 1 PERSON ON BOARD WAS FATALLY INJURED, CLEARWATER, FL","ACCIDENT","TAMPA","N271TS","","","CIRRUS","SR22","No","UNKNOWN","UNKNOWN","LANDING (LDG)","","FATAL","Yes","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","08-MAY-17","02-MAY-17","20:55:00Z","MOLOKAI","HAWAII","UNITED STATES","AIRCRAFT ON LANDING, BOUNCED ONTO ITS NOSE, KAUNAKAKAI, MOLOKAI, HI","ACCIDENT","HONOLULU","N173LL","","","CESSNA","C172","No","SUBSTANTIAL","INSTRUCTION","LANDING (LDG)","","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","08-MAY-17","07-MAY-17","17:55:00Z","BELOIT","WISCONSIN","UNITED STATES","AIRCRAFT LANDED GEAR UP, BELOIT, WI","INCIDENT","MILWAUKEE","N157CB","","","BEECH","C90","No","MINOR","SKYDIVING","LANDING (LDG)","","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","08-MAY-17","06-MAY-17","17:15:00Z","PLATTSMOUTH","NEBRASKA","UNITED STATES","AIRCRAFT LANDING GEAR UP, PLATTSMOUTH, NE","INCIDENT","LINCOLN","N2875W","","","BEECH","V35","No","MINOR","UNKNOWN","LANDING (LDG)","","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","16-MAY-17","15-MAY-17","14:45:00Z","SIERRA VISTA","ARIZONA","UNITED STATES","AIRCRAFT LANDED AND THE GEAR COLLAPSED, SIERRA VISTA, AZ","INCIDENT","SCOTTSDALE","N6649D","","","BEECH","BE58","No","UNKNOWN","UNKNOWN","LANDING (LDG)","","UNKNOWN","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","08-MAY-17","03-MAY-17","18:30:00Z","PORTAGE","OHIO","UNITED STATES","AIRCRAFT ON LANDING WENT OFF THE RUNWAY, INTO A DITCH AND GRASSY AREA, PORTAGE, OH","INCIDENT","CLEVELAND","N421KR","","","CESSNA","C182T","No","UNKNOWN","INSTRUCTION","LANDING (LDG)","","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","08-MAY-17","07-MAY-17","17:00:00Z","CANTON","ILLINOIS","UNITED STATES","AIRCRAFT WHILE BEING HAND-PROPPED, WENT FORWARD WITHOUT A PERSON ON BOARD, AND STRUCK A FENCE, CANTON, IL","INCIDENT","SPRINGFIELD, IL","N68023","","","EXPERIMENTAL CAMP","BABY GREAT LAKES","No","UNKNOWN","UNKNOWN","STANDING (STD)","","UNKNOWN","No","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","10-MAY-17","09-MAY-17","20:45:00Z","COLUMBIA","CALIFORNIA","UNITED STATES","AIRCRAFT ON LANDING, GROUND LOOPED, COLUMBIA, CA","ACCIDENT","FRESNO","N185RX","","","CESSNA","C185","No","SUBSTANTIAL","UNKNOWN","LANDING (LDG)","","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","10-MAY-17","09-MAY-17","21:06:00Z","MYRTLE BEACH","SOUTH CAROLINA","UNITED STATES","AIRCRAFT FORCE LANDED OFF THE DEPARTURE END OF THE RUNWAY INTO THE OCEAN, MYRTLE BEACH, SC","ACCIDENT","WEST COLUMBIA, SC","N20835","","","MOONEY","M20R","No","SUBSTANTIAL","UNKNOWN","LANDING (LDG)","","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","10-MAY-17","07-MAY-17","02:45:00Z","SPANISH FORK","UTAH","UNITED STATES","AIRCRAFT ON LANDING, GROUND LOOPED, SPANISH FORK, UT","ACCIDENT","SALT LAKE CITY","N47KJ","","","EXPERIMENTAL SUPER CUB","SUPER CUB SPORT","No","SUBSTANTIAL","UNKNOWN","LANDING (LDG)","","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","10-MAY-17","09-MAY-17","20:00:00Z","FREMONT","OHIO","UNITED STATES","AIRCRAFT ON APPROACH TO LAND, GEAR STRUCK A SEMI-TRAILER TRUCK THAT WAS MOVING ON THE HIGHWAY, AIRCRAFT LANDED AND WENT OFF THE RUNWAY INTO THE GRASS, FREMONT, OH","ACCIDENT","CLEVELAND","N63944","","","PIPER","PA23","No","SUBSTANTIAL","UNKNOWN","APPROACH (APR)","","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"No","10-MAY-17","09-MAY-17","18:37:00Z","ATHENS","GEORGIA","UNITED STATES","AIRCRAFT FORCE LANDED IN A FIELD 4 MILES FROM THE AIRPORT, NEAR ATHENS, GA","INCIDENT","ATLANTA","N35JG","","","BEECH","BE35","No","UNKNOWN","UNKNOWN","LANDING (LDG)","","NONE","No","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","10-MAY-17","09-MAY-17","18:30:00Z","WASHINGTON","MISSOURI","UNITED STATES","AIRCRAFT ON LANDING, GEAR COLLAPSED, WASHINGTON, MO","INCIDENT","SAINT LOUIS","N7066V","","","MOONEY","M20K","No","UNKNOWN","UNKNOWN","LANDING (LDG)","","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","10-MAY-17","09-MAY-17","19:20:00Z","HOMERVILLE","GEORGIA","UNITED STATES","AIRCRAFT FORCE LANDED IN A FIELD UNDER UNKNOWN CIRCUMSTANCES, NEAR HOMERVILLE, GA","INCIDENT","ATLANTA","N714DW","","","CESSNA","C150","No","UNKNOWN","UNKNOWN","UNKNOWN (UNK)","","UNKNOWN","No","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","10-MAY-17","09-MAY-17","18:02:00Z","MIAMI","FLORIDA","UNITED STATES","AIRCRAFT ON LANDING WENT OFF THE END OF THE RUNWAY INTO THE GRASS, TAMIAMI AIRPORT,  MIAMI, FL","INCIDENT","MIAMI","N991BJ","","","PIPER","PA28","No","UNKNOWN","UNKNOWN","LANDING (LDG)","","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","16-MAY-17","15-MAY-17","17:30:00Z","DOWLING","MICHIGAN","UNITED STATES","AIRCRAFT LANDED AND WENT OFF THE RUNWAY INTO A FIELD, BATTLE CREEK, MI","INCIDENT","GRAND RAPIDS","N9265M","","","MOONEY","M20E","No","UNKNOWN","UNKNOWN","LANDING (LDG)","","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yes","08-MAY-17","07-MAY-17","00:00:00Z","KING CITY","CALIFORNIA","UNITED STATES","AIRCRAFT FOUND ABANDONED NEAR A ROAD ON PRIVATE PROPERTY, NEAR KING CITY, CA  UPDATE: AIRCRAFT MADE A PRECAUTIONARY LANDING IN A FIELD, NO DAMAGE INCIDENT.","INCIDENT","SAN JOSE, CA","N804T","","","SCHEMP-HIRTH GLIDER","VENTUS B","No","NONE","UNKNOWN","LANDING (LDG)","","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yes","11-MAY-17","10-MAY-17","17:43:00Z","KLAMATH FALLS","OREGON","UNITED STATES","AIRCRAFT, REGISTRATION UNKNOWN, MAKE AND MODEL UNKNOWN, CRASHED ONTO A FIELD, THE 1 PERSON ON BOARD WAS FATALLY INJURED, 1 MILE FROM AIPORT KLAMATH FALLS, OR   UPDATE: ULTRATLIGHT BELITE UNREGISTERED SUBSTANTIAL DAMAGE ACCIDENT.","ACCIDENT","SPOKANE","UNREG","","","ULTRALIGHT BELITE","BELITE","No","SUBSTANTIAL","UNKNOWN","UNKNOWN (UNK)","","FATAL","Yes","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","11-MAY-17","10-MAY-17","19:40:00Z","REEDSVILLE","PENNSYLVANIA","UNITED STATES","AIRCRAFT CRASHED ONTO A FIELD, NEAR REEDSVILLE, PA","ACCIDENT","ALLEGHENY","N532SE","","","EXPERIMENTAL AVID","FLYER","No","SUBSTANTIAL","UNKNOWN","UNKNOWN (UNK)","","MINOR","No","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"No","16-MAY-17","15-MAY-17","23:00:00Z","VACAVILLE","CALIFORNIA","UNITED STATES","AIRCRAFT LANDED AND WENT OFF THE RUNWAY INTO A DRAINAGE CANAL, VACAVILLE, CA","ACCIDENT","SACRAMENTO","N184ME","","","VANS","RV8","No","SUBSTANTIAL","UNKNOWN","LANDING (LDG)","","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","08-MAY-17","06-MAY-17","14:20:00Z","LONGMONT","COLORADO","UNITED STATES","AIRCRAFT WHILE TAXIING STRUCK 2 PARKED AIRCRAFT, LONGMONT, CO","INCIDENT","DENVER","N888AW","","","PIPER","PA28","No","MINOR","UNKNOWN","TAXI (TXI)","","UNKNOWN","No","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
